2, 嗟予未喪，哀此孤生
2, 屏居藍田，薄地躬耕
2, 歲晏輸稅，以奉粢盛
2, 晨往東皋，草露未晞
2, 暮看煙火，負擔來歸
2, 我聞有客，足掃荊扉
2, 簞食伊何，疈瓜抓棗
2, 仰廁群賢，皤然一老
2, 愧無莞簟，班荊席槁
2, 泛泛登陂，折彼荷花
2, 靜觀素鮪，俯映白沙
2, 山鳥群飛，日隱輕霞
2, 登車上馬，倏忽雲散
2, 雀噪荒村，雞鳴空館
2, 還複幽獨，重欷累歎
2, 鳳扆朝碧落，龍圖耀金鏡
2, 維岳降二臣，戴天臨萬姓
2, 山川八校滿，井邑三農竟
2, 比屋皆可封，誰家不相慶
2, 林疏遠村出，野曠寒山靜
2, 帝城雲裏深，渭水天邊映
2, 佳氣含風景，頌聲溢歌詠
2, 端拱能任賢，彌彰聖君聖
2, 複道通長樂，青門臨上路
2, 遙聞鳳吹喧，闇識龍輿度
2, 褰旒明四目，伏檻紆三顧
2, 小苑接侯家，飛甍映宮樹
2, 商山原上碧，滻水林端素
2, 銀漢下天章，瓊筵承湛露
2, 將非富人寵，信以平戎故
2, 從來簡帝心，詎得回天步
2, 上卿增命服，都護揚歸旆
2, 雜虜盡朝周，諸胡皆自鄶
2, 鳴笳瀚海曲，按節陽關外
2, 落日下河源，寒山靜秋塞
2, 萬方氛祲息，六合乾坤大
2, 無戰是天心，天心同覆載
2, 翠羽流蘇帳，春眠曙不開
2, 羞從面色起，嬌逐語聲來
2, 早向昭陽殿，君王中使催
2, 堂上青弦動，堂前綺席陳
2, 齊歌盧女曲，雙舞洛陽人
2, 傾國徒相看，寧知心所親
2, 香氣傳空滿，妝華影箔通
2, 歌聞天仗外，舞出禦樓中
2, 日暮歸何處，花間長樂宮
2, 宮女還金屋，將眠複畏明
2, 入春輕衣好，半夜薄妝成
2, 拂曙朝前殿，玉墀多佩聲
2, 朝日照綺窗，佳人坐臨鏡
2, 散黛恨猶輕，插釵嫌未正
2, 同心勿遽遊，幸待春妝竟
2, 十裏一走馬，五裏一揚鞭
2, 都護軍書至，匈奴圍酒泉
2, 關山正飛雪，烽戍斷無煙
2, 吹角動行人，喧喧行人起
2, 笳悲馬嘶亂，爭渡金河水
2, 日暮沙漠陲，戰聲煙塵裏
2, 盡系名王頸，歸來獻天子
2, 紫梅發初遍，黃鳥歌猶澀
2, 誰家折楊女，弄春如不及
2, 愛水看妝坐，羞人映花立
2, 香畏風吹散，衣愁露沾濕
2, 玉閨青門裏，日落香車入
2, 遊衍益相思，含啼向彩帷
2, 憶君長入夢，歸晚更生疑
2, 不及紅簷燕，雙棲綠草時
2, 皎潔明星高，蒼茫遠天曙
2, 槐霧暗不開，城鴉鳴稍去
2, 始聞高閣聲，莫辨更衣處
2, 銀燭已成行，金門儼騶馭
2, 甯棲野樹林，寧飲澗水流
2, 不用坐粱肉，崎嶇見王侯
2, 鄙哉匹夫節，布褐將白頭
2, 任智誠則短，守任固其優
2, 側聞大君子，安問黨與讎
2, 所不賣公器，動為蒼生謀
2, 賤子跪自陳，可為帳下不
2, 感激有公議，曲私非所求
2, 少年識事淺，強學幹名利
2, 徒聞躍馬年，苦無出人智
2, 即事豈徒言，累官非不試
2, 既寡遂性歡，恐招負時累
2, 清冬見遠山，積雪凝蒼翠
2, 浩然出東林，發我遺世意
2, 惠連素清賞，夙語塵外事
2, 欲緩攜手期，流年一何駛
2, 希世無高節，絕跡有卑棲
2, 君徒視人文，吾固和天倪
2, 緬然萬物始，及與群物齊
2, 分地依後稷，用天信重黎
2, 春風何豫人，令我思東溪
2, 草色有佳意，花枝稍含荑
2, 更待風景好，與君藉萋萋
2, 聞君餌丹砂，甚有好顏色
2, 不知從今去，幾時生羽翼
2, 王母翳華芝，望爾昆侖側
2, 文螭從赤豹，萬里方一息
2, 悲哉世上人，甘此膻腥食
2, 籬間犬迎吠，出屋候荊扉
2, 歲晏輸井稅，山村人夜歸
2, 晚田始家食，餘布成我衣
2, 詎肯無公事，煩君問是非
2, 達人無不可，忘己愛蒼生
2, 豈複少十室，弦歌在兩楹
2, 浮人日已歸，但坐事農耕
2, 桑榆鬱相望，邑裏多雞鳴
2, 秋山一何淨，蒼翠臨寒城
2, 視事兼偃臥，對書不簪纓
2, 蕭條人吏疏，鳥雀下空庭
